Title,Event / Type,Tags,URL,Description,Upload Date,Type
Friday lunchtime lecture: What does a good data market look like?,ODI Fridays,"open data,technology,open data institute,lecture,london,uk,data",https://www.youtube.com/watch?v=eDFFBPbSoFc,"Is it time to move beyond shop window displays in open data portals and embrace data market places? What does a good data market place look like?

Making data more discoverable, accessible and usable is a goal shared by government, businesses, sectors and non profits. How do we realise maximum value of the web of data? What kind of data infrastructure do we need for the discovery, collaboration on and exchanges of data?

Join us for a thought debate about how we access, use and share data across organisations to maximise the value of the web of data. Speakers include Eddie Copeland, Director of Strategy at Nesta; Leigh Dodds, Chair of Bath: Hacked and ODI Associate; and Yodit Stanton, founder of Open Sensors.

Book your place: http://theodi.org/lunchtime-lectures/friday-lunchtime-lecture-what-does-a-good-data-market-look-like

Help us caption & translate this video!

http://amara.org/v/IS0n/",29/4/2016,Video
Friday lunchtime lecture: The beauty of quality data,ODI Fridays,"ODI,ODIFridays,Open Data Institute,Lunchtime lecture,John Griffin,Atchai,Dataseed,Visualisation",https://www.youtube.com/watch?v=8iFomhTYgbE,"The UK has led the way in publishing vast quantities of open data, but what’s stopping us from making better use of it? The biggest issue we now face is raising quality, not quantity. In this talk we’ll discuss what makes a good, quality dataset, and we’ll use automated data visualisation to illustrate their power and beauty.

John Griffin is the founder of Atchai, a consultancy specialising in data-driven applications and developers of the interactive data visualisation platform, Dataseed.",22/4/2016,Video
Friday lunchtime lecture: BBC Senior Data Architect on using the Web as a creative medium,ODI Fridays,"open data,bbc,creativity,lecuture,open data institute,Data Architecture,doctor who,eastenders",https://www.youtube.com/watch?v=OAWAQOa-gtM,"What do the KLF, Alan Moore and Edmund Blackadder have to do with web design?

Find out from Paul Rissen, Senior Data Architect at the BBC, with a deep dive into the structure of narrative and how data could unlock a new approach to creative expression. We’ll cover the BBC’s experiments in structured data for storytelling in drama and news, why we need the Internet of Fictional Things, and the alchemic secrets of the Web’s pioneers.

Paul Rissen is a Project Manager of the RES project at the BBC, currently helping open the data held by the UK’s cultural institutions for use in education, via the RES Project (res.space). He pioneered the ‘storyline’ architecture that creates structured data from traditional narratives, allowing audiences and machines alike to explore networks of narrative using RESTful Web architecture. He developed this first in fictional environments – continuing dramas at the BBC including Doctor Who and Eastenders – and adapted it to news, where it has been the basis for new approaches to the presentation of news through the BBC’s website.

Help us caption & translate this video!

http://amara.org/v/IP2Y/",20/4/2016,Video
Friday lunchtime lecture: Are blockchains the answer?,ODI Fridays,"blockchains,open data,data,privacy",https://www.youtube.com/watch?v=I62R554ZSP0,"At the ODI, we believe that strong data infrastructure is fundamental to our future.

But how can we make sure that our data infrastructure is always available and always trustworthy?

In this lecture, ODI Head of Labs Dr James Smith will address the questions: ‘If data is to be infrastructure for society, what does that mean about the technology underlying it? Are blockchains the answer?’

Help us caption & translate this video!

http://amara.org/v/IEa7/",21/3/2016,Video
Friday lunchtime lecture - Can technology help us control our personal data?,ODI Fridays,"odi,odifridays,lunchtime lecture,personal data,uk,government,data stores",https://www.youtube.com/watch?v=V0qy-iPIig0,"How our personal data is collected, shared and used is coming under scrutiny in nearly every sector of the UK. Improving how we use personal data is going to be key to building a stronger data infrastructure and services that benefit all of society. At the same time we need to safeguard the security and privacy of our personal data if we are to have trust in how it is used – both privacy and openness create trust.

Join the ODI for a discussion about potential ways that design and technology might allow us to control how our personal data is collected, shared and used. Panellists include Sarah Gold, founder of IF; David Miller, co-founder of OpenHealthcare, with more to be confirmed.

Help us caption & translate this video!

http://amara.org/v/IBdM/",11/3/2016,Video
Friday lunchtime lecture - Being a Data Magpie,ODI Fridays,"ODI,ODIFridays,Events,Lunchtime Lecture,Data Magpie,Leigh Dodds,cities",https://www.youtube.com/watch?v=7nRSKApDsgQ,"Data doesn’t just exist on our phones and devices. It's all around us – in the city, on signs, road markings and equipment – and it's been there for some time. In this talk, ODI Senior Consultant Leigh Dodds will explain how to be a data magpie, and find small pieces of data that are shared – whether deliberately or accidentally – in our cities. Leigh will also explain how looking at data in its natural habitat can give us insights into our data infrastructure and what the future may bring.

Help us caption & translate this video!

http://amara.org/v/HyMK/",4/3/2016,Video
Friday lunchtime lecture: Innovating in government from the inside: meet the open data leaders,ODI Fridays,"odi,odifridays,lunchtime lecture,talk,event,Open Data Leaders Network,Global,Network",https://www.youtube.com/watch?v=REWTxpIXZSM,"Across departments and countries, many public leaders are tackling the range of complex problems in forging open data initiatives on a national, regional or city level.

The Open Data Leaders Network is an international network that brings together leaders of government who are driving open data initiatives around the world. In late February 2016, our third and most diverse cohort of leaders will be gathering at ODIHQ to solve problems, collaborate and learn from each other.

This lecture will include a series of flash talks, allowing the leaders to share their challenges and success stories in applying open data within government to bring about positive economic, social and environmental outcomes.

Jose Mª Subero Munilla is the Open Data Manager in the Government of Aragon, Spain

Fernanda Capagnucci is the Head of Integrity, Sao Paulo City Hall, Brazil

Vyskub Oleksii is the Deputy Head of the Agency for e-Governance of Ukraine

Marija Kujacic is the Head of Department for Implementation, Directorate for e-Government, Ministry of Public Administration, Serbia

Pauline Riordan is a Manager of Dublinked Open Data Platform, Ireland

Help us caption & translate this video!

http://amara.org/v/Hxfq/",3/3/2016,Video
The three things every open data start up needs for their business model.,LGA Webinars,"odi,open data insitute,learning,training,webinar,ben cave,#hangoutsonair,Hangouts On Air,#hoa",https://www.youtube.com/watch?v=N6wEZNoRslw,"This short webinar examines three key aspects of building a business model for any open data start up. Over 40 minutes we discuss creating a compelling value proposition, which revenue models best suit open data and when to start charging for your services. Backed by the latest research and case studies, we present a fast introduction to open data business modelling. The session will conclude with 20 minutes of open questions where participants can get live answers from our expert.

Help us caption & translate this video!

http://amara.org/v/Hmur/",3/2/2016,Video
Friday lunchtime lecture: Using open data to chart government: the coalition in 163 charts,ODI Fridays,"ODI,odifridays,lunchtime lecture,event,talk,speaker,UK government,Gavin Freeguard,Coalition UK,Whitehall monitor 2015",https://www.youtube.com/watch?v=YSD8uk_i2gY,"The Institute for Government’s Whitehall Monitor aims to chart government – literally. It analyses and visualises numbers from and about government – on everything from staff numbers to public perceptions – to help politicians, civil servants, civil society and the public better understand what central government looks like in the UK. The Whitehall Monitor 2015 annual report looks at what happened under the coalition government from 2010 to 2015. Gavin Freeguard, one of the authors, talks us through some of the highlights.

Gavin Freeguard is a senior researcher at the Institute for Government. His work has focused on leading Whitehall Monitor and also involved transparency in government contracting and preparing politicians for government. He was previously political adviser on culture, media and sport to Harriet Harman MP and, before that, deputy director of the Orwell Prize and senior editor at the Media Standards Trust. He is a trustee of the Orwell Youth Prize, a member of the Young Policy Professionals core group, and edits a daily email on data visualisation, Warning: Graphic Content.

Help us caption & translate this video!

http://amara.org/v/Hl1M/",29/1/2016,Video
Friday lunchtime lecture: The UK Parliament’s data drive in 2016,ODI Fridays,"ODI,open data institute,odifridays,lunchtime lecture,talk,event,Zeid Hadi,UK Parliament,Parliamant Digital Service",https://www.youtube.com/watch?v=yZdoBXYoek8,"How is Parliament in the UK working with data? What’s the vision for 2016 and what strategies can be employed to better deliver data both within and outside of Parliament? Zeid Hadi, lead on Parliament’s open data development theme, will focus on what’s ahead – discussing how data is currently being used in Parliament and taking a glimpse at some of the applications that are currently being developed by Parliament Digital Service.

Zeid Hadi has led the open data development team at Parliament since 2013. His experience began in leading development in information service and publishing solutions for Reed Elsevier within B2B markets, before moving on to becoming CTO of his own software company Condeco (Fast Track 100 companies). More recently, Zeid has been leading several projects in Parliament in both the House of Lords and the House of Commons, of which data.parliament.uk is the most high profile. Zeid is on Twitter under the username @zeidhadi.",22/1/2016,Video
Our open data journey: Where do the good grants go?: Fran Perrin and Alice Casey - ODI Summit 2015,ODI Summit 2015,"ODI,ODI Summit,Fran Perrin,Indigo Trust,Alice Casey,360 Giving,Grants,Social",https://www.youtube.com/watch?v=s8a15xHq9SY,"Fran Perrin (Indigo Trust) and Alice Casey (360 Giving) discuss the challenges of setting up and running a new open data body for collaborative social impact.
____________________

Get involved

For more information on how you can learn more about open data and how it can benefit you, your business and the world, visit http://theodi.org.
____________________

ODI Summit

This video was taken at the ODI Summit, where over 700 people from around the world joined the Open Data Institute (ODI) at the BFI to celebrate Generation Open. As part of the ODI Summit we heard from inspirational and diverse keynote speakers, including Sir Tim Berners-Lee, Martha Lane Fox, Sir Nigel Shadbolt and many more.
____________________

Watch more from ODI Summit 2015 - vimeo.com/channels/odisummit2015

Find us online:

ODI videos: bit.ly/odi_vimeo
ODI photos: bit.ly/odi_flickr
ODI audio: bit.ly/odi_soundcloud
ODI slides: bit.ly/odi_scribd
ODI tweets: bit.ly/odi_tweet
ODI blog: theodi.org/blog
Our website: http://www.theodi.org

Help us caption & translate this video!

http://amara.org/v/Hhrm/",19/1/2016,Video
Friday lunchtime lecture: Open data and the Government Data Programme,ODI Fridays,"ODI,Open Data Institute,Knowledge for everyone,Open data,ODIFridays,lunchtime lecture,Paul Maltby,GDS,GOvernment Digital Services,UK,Government,Spending,Transparency,Data (Website Category)",https://www.youtube.com/watch?v=caW-T20k_X8,"Paul Maltby, Director of Data at the Government Digital Service, outlines the new programme of work to improve the availability, quality and use of government data.

Friday lunchtime lectures are for everyone and are free to attend. You bring your lunch, we provide tea and coffee, an interesting talk, and enough time to get back to your desk.

As Director of Data, Paul leads teams in the Government Digital Service in the Cabinet Office responsible for making better use of data, data infrastructure and data policy and governance, supporting a cross-Government Data Programme.
Paul was formerly Director of Open Data and Government Innovation leading both data-focussed teams such as Data Sharing, Data Science, Open Data and Transparency and policy innovation teams such as Analysis and Insight and the design-led Policy Lab

***

Find us online:
ODI videos: bit.ly/odi_vimeo
ODI photos: bit.ly/odi_flickr
ODI audio: bit.ly/odi_soundcloud
ODI slides: bit.ly/odi_scribd
ODI tweets: bit.ly/odi_tweets
ODI blog: theodi.org/blog
Our website: theodi.org",8/1/2016,Video
Big Bang Data: conveying data culture: Jonathan Reekie - ODI Summit 2015,ODI Summit 2015,,https://www.youtube.com/watch?v=vxSzRWIEZnQ,"Jonathan Reekie (Somerset House) speaks about how data can culture is being conveyed through the language of exhibition.
____________________

Get involved

For more information on how you can learn more about open data and how it can benefit you, your business and the world, visit http://theodi.org.
____________________

ODI Summit

This video was taken at the ODI Summit, where over 700 people from around the world joined the Open Data Institute (ODI) at the BFI to celebrate Generation Open. As part of the ODI Summit we heard from inspirational and diverse keynote speakers, including Sir Tim Berners-Lee, Martha Lane Fox, Sir Nigel Shadbolt and many more.
____________________

Find us online:

ODI videos: bit.ly/odi_vimeo
ODI photos: bit.ly/odi_flickr
ODI audio: bit.ly/odi_soundcloud
ODI slides: bit.ly/odi_scribd
ODI tweets: bit.ly/odi_tweet
ODI blog: theodi.org/blog
Our website: http://www.theodi.org",7/1/2016,Video
Friday lunchtime lecture: North Pole Inc: can Santa use data to save Christmas?,ODI Fridays,"ODIFridays,ODI,open,data,North Pole (Location),Christmas (Holiday)",https://www.youtube.com/watch?v=-fvCeWUuCyo,"At North Pole Incorporated, a data revolution is underway to modernise how Christmas gifts get to girls and boys around the world.

For hundreds of years, North Pole Inc. and its global network of elvish subsidiaries have been gathering data on what children across the world want for Christmas, who has been naughty or nice and the latest toy trends.

To meet children’s needs, North Pole Inc. relies on up-to-date information spanning delivery routes (by air, boat and donkey), building entrances and exits, fireplace hazards, stocking sizes, reindeer health, movement and feed. The problem is, the global population is expanding and companies like North Pole Inc. everywhere are being forced to find new, more efficient ways of delivering services.

This year, a crack team at North Pole Inc. has been working on developing and implementing the data infrastructure that Christmas needs, to keep children happy for years to come.

Join us on 18 December to hear from North Pole Inc. CEO, Santa Claus; Head of Deliveries, Reiner Deerdale and Chief Elf Envisioner Sparkle Wonderdust.

Look out for surprise guests!",18/12/2015,Video
ODI Summit 2015: celebrating Generation Open,ODI Summit 2015,"ODI,Open Data Institute,knowledge for everyone,odi summit 2015,summit,event,BFI,British Film Institute,Southbank,Sir Tim Berners-Lee,Sir Nigel Shadbolt,Baroness Martha Lane Fox,Gavin Starks,Startups,innovation,stories,economic,social,environmental",https://www.youtube.com/watch?v=Ny0BWQNOUIk,"On 3 November, over 700 people from around the world joined us at the BFI to celebrate Generation Open at the ODI Summit.

Generation Open are innovators and entrepreneurs, citizens and customers, students and parents who embrace network thinking.",18/12/2015,Video
Artists address open data: Panel - ODI Summit 2015,ODI Summit 2015,"ODI,ODI Summit 2015,Open Data Institute,Knowledge for everyone,Generation Open,International,Data as culture,art,artists,photography,sonification,live coding,Hannah Redler,Natasha Caruana,Dr Mark Wright,Alex Mclean",https://www.youtube.com/watch?v=ApReWTqRwcU,"What distinct opportunities and questions does open data raises in relation to the production, practice and dissemination of art?

ODI artists in residence 2015, Thomson & Craighead and Natasha Caruana join Hannah Redler to open up some of the key questions facing artists in Generation Open. Also joining the discussion is FACT lecturer at Liverpool School of Art and Design, Dr Mark Wright and electronic musician and researcher, Alex McLean.

____________________

Get involved

For more information on how you can learn more about open data and how it can benefit you, your business and the world, visit http://theodi.org.
____________________

ODI Summit

This video was taken at the ODI Summit, where over 700 people from around the world joined the Open Data Institute (ODI) at the BFI to celebrate Generation Open. As part of the ODI Summit we heard from inspirational and diverse keynote speakers, including Sir Tim Berners-Lee, Martha Lane Fox, Sir Nigel Shadbolt and many more.
____________________

Find us online:

ODI videos: bit.ly/odi_vimeo
ODI photos: bit.ly/odi_flickr
ODI audio: bit.ly/odi_soundcloud
ODI slides: bit.ly/odi_scribd
ODI tweets: bit.ly/odi_tweet
ODI blog: theodi.org/blog
Our website: http://www.theodi.org",17/12/2015,Video
ODI update: global development: Liz Carolan - ODI Summit 2015,ODI Summit 2015,"ODI,ODI Summit 2015,Open Data Institute,Knowledge for everyone,Generation Open,Liz Carolan,ODI Staff,Global Development,World Bank,Burkina Faso,Open Elections",https://www.youtube.com/watch?v=ESrlFSz0KSM,"Liz Carolan (ODI) discusses the international development work that the ODI has been doing as part of its services programme, focussing on key stories.
____________________

Get involved

For more information on how you can learn more about open data and how it can benefit you, your business and the world, visit http://theodi.org.
____________________

ODI Summit

This video was taken at the ODI Summit, where over 700 people from around the world joined the Open Data Institute (ODI) at the BFI to celebrate Generation Open. As part of the ODI Summit we heard from inspirational and diverse keynote speakers, including Sir Tim Berners-Lee, Martha Lane Fox, Sir Nigel Shadbolt and many more.
____________________

Find us online:

ODI videos: bit.ly/odi_vimeo
ODI photos: bit.ly/odi_flickr
ODI audio: bit.ly/odi_soundcloud
ODI slides: bit.ly/odi_scribd
ODI tweets: bit.ly/odi_tweet
ODI blog: theodi.org/blog
Our website: http://www.theodi.org",17/12/2015,Video
Loves labour’s lost? Open data and Shakespeare: Richard Leeming - ODI Summit 2015,ODI Summit 2015,"ODI,ODI Summit 2015,Open Data Institute,Knowledge for everyone,Generation Open,Labout,William Shakespeare (Author),""""""Loves Labours Lost (Play)""""""",https://www.youtube.com/watch?v=7ZDdNiX5os4,"Together with our partners in Jisc and the BUFVC, the BBC is building a Linked Open Data platform which aims to revolutionise the use of digital cultural assets in education. The Research and Education Space indexes and organises collections published as LOD. The BBC's Shakespeare Archive is one of the first collections under the hood. We'll be issuing a rallying cry for people to build products and services using our data.
____________________

Get involved

For more information on how you can learn more about open data and how it can benefit you, your business and the world, visit http://theodi.org.
____________________

ODI Summit

This video was taken at the ODI Summit, where over 700 people from around the world joined the Open Data Institute (ODI) at the BFI to celebrate Generation Open. As part of the ODI Summit we heard from inspirational and diverse keynote speakers, including Sir Tim Berners-Lee, Martha Lane Fox, Sir Nigel Shadbolt and many more.
____________________

Find us online:

ODI videos: bit.ly/odi_vimeo
ODI photos: bit.ly/odi_flickr
ODI audio: bit.ly/odi_soundcloud
ODI slides: bit.ly/odi_scribd
ODI tweets: bit.ly/odi_tweet
ODI blog: theodi.org/blog
Our website: http://www.theodi.org",16/12/2015,Video
The Good Growth Plan: Dr Elisabeth Fischer - ODI Summit 2015,ODI Summit 2015,"ODI,ODI Summit 2015,Open Data Institute,Knowledge for everyone,Generation Open,Good Growth Plan,Elisabeth Fischer,Sustainability,environment",https://www.youtube.com/watch?v=GMdZYNikf9I,"Dr Elisabeth Fischer (Syngenta) speaks about the Good Growth Plan, a global commitment launched by Syngenta in 2013 with the aim to increase resource efficiency of crop production by 20% in 2020. With the ambition to improve transparency and unlock social value, Elisabeth collaborated with The ODI to publish detailed progress data for 2014 on The Good Growth Plan as open data.
____________________

Get involved

For more information on how you can learn more about open data and how it can benefit you, your business and the world, visit http://theodi.org.
____________________

ODI Summit

This video was taken at the ODI Summit, where over 700 people from around the world joined the Open Data Institute (ODI) at the BFI to celebrate Generation Open. As part of the ODI Summit we heard from inspirational and diverse keynote speakers, including Sir Tim Berners-Lee, Martha Lane Fox, Sir Nigel Shadbolt and many more.
____________________

Find us online:

ODI videos: bit.ly/odi_vimeo
ODI photos: bit.ly/odi_flickr
ODI audio: bit.ly/odi_soundcloud
ODI slides: bit.ly/odi_scribd
ODI tweets: bit.ly/odi_tweet
ODI blog: theodi.org/blog
Our website: http://www.theodi.org",16/12/2015,Video
Data-driven government: Matthew Hancock MP - ODI Summit 2015,ODI Summit 2015,"Matthew Hancock (Politician),ODI,ODI Summit 2015,Open Data Institute,Knowledge for everyone,Generation Open,Government (Quotation Subject),Member Of Parliament (Government Office Category),Politics (TV Genre)",https://www.youtube.com/watch?v=b7Tmmz_OviY,"Matthew Hancock MP (Minister for the Cabinet Office) speaks at the ODI Summit 2015, calling on the ODI to bring the voice of data businesses and innovators to the Cabinet Office and promote data innovation across government.
____________________

Get involved

For more information on how you can learn more about open data and how it can benefit you, your business and the world, visit http://theodi.org.
____________________

ODI Summit

This video was taken at the ODI Summit, where over 700 people from around the world joined the Open Data Institute (ODI) at the BFI to celebrate Generation Open. As part of the ODI Summit we heard from inspirational and diverse keynote speakers, including Sir Tim Berners-Lee, Martha Lane Fox, Sir Nigel Shadbolt and many more.
____________________

Find us online:

ODI videos: bit.ly/odi_vimeo
ODI photos: bit.ly/odi_flickr
ODI audio: bit.ly/odi_soundcloud
ODI slides: bit.ly/odi_scribd
ODI tweets: bit.ly/odi_tweet
ODI blog: theodi.org/blog
Our website: http://www.theodi.org",16/12/2015,Video
Using Open Insight to redefine the value that accounting software provides SMEs,ODI Summit 2015,"ODI,ODI Summit 2015,Open Data Institute,Knowledge for everyone,Generation Open,accounting,software,brightbook,Accounting Software (Software Genre),OpenInsight",https://www.youtube.com/watch?v=m5GUyfsriA4,"Warwick Leicseter (Brightbook) discusses how Open Insight is being employed to redefine the value that accounting software is currently providing SMEs.
____________________

Get involved

For more information on how you can learn more about open data and how it can benefit you, your business and the world, visit http://theodi.org.
____________________

ODI Summit

This video was taken at the ODI Summit, where over 700 people from around the world joined the Open Data Institute (ODI) at the BFI to celebrate Generation Open. As part of the ODI Summit we heard from inspirational and diverse keynote speakers, including Sir Tim Berners-Lee, Martha Lane Fox, Sir Nigel Shadbolt and many more.
____________________

Find us online:

ODI videos: bit.ly/odi_vimeo
ODI photos: bit.ly/odi_flickr
ODI audio: bit.ly/odi_soundcloud
ODI slides: bit.ly/odi_scribd
ODI tweets: bit.ly/odi_tweet
ODI blog: theodi.org/blog
Our website: http://www.theodi.org",16/12/2015,Video
Citizen empowerment: giving a voice to the voiceless: Dr Loren Treisman - ODI Summit 2015,ODI Summit 2015,"ODI,ODI Summit 2015,Open Data Institute,Knowledge for everyone,Generation Open,Dr Loren Treisman,Citizen empowerment,Civic engagement,civ tech,smart cities,Empowerment (Quotation Subject)",https://www.youtube.com/watch?v=UW7BzCGTDPs,"Across Africa, citizens are finding interesting ways to integrate the use of open data, mobile and web technology into well-devised programmes which give a voice to the voiceless and enable citizens to hold their government to account. Dr Loren Treisman (Indigo Trust) looks at these programmes and others similar initiatives and explore the elements that help maximise their chance of success.
____________________

Get involved

For more information on how you can learn more about open data and how it can benefit you, your business and the world, visit http://theodi.org.
____________________

ODI Summit

This video was taken at the ODI Summit, where over 700 people from around the world joined the Open Data Institute (ODI) at the BFI to celebrate Generation Open. As part of the ODI Summit we heard from inspirational and diverse keynote speakers, including Sir Tim Berners-Lee, Martha Lane Fox, Sir Nigel Shadbolt and many more.
____________________

Find us online:

ODI videos: bit.ly/odi_vimeo
ODI photos: bit.ly/odi_flickr
ODI audio: bit.ly/odi_soundcloud
ODI slides: bit.ly/odi_scribd
ODI tweets: bit.ly/odi_tweet
ODI blog: theodi.org/blog
Our website: http://www.theodi.org",16/12/2015,Video
Towards a data-driven agriculture sector in Jamaica: Matthew McNaughton - ODI Summit 2015,ODI Summit 2015,"ODI,ODI Summit 2015,Open Data Institute,Knowledge for everyone,Generation Open,Jamacia,data-driven,agriculture,nutrition,Data (Website Category)",https://www.youtube.com/watch?v=ef886wT5t7o,"SlashRoots designs digital tools that transform the relationship between governments and citizens. Matthew McNaughton shares his insights from SlashRoots' work on Open Data and Agriculture in the Caribbean.
____________________

Get involved

For more information on how you can learn more about open data and how it can benefit you, your business and the world, visit http://theodi.org.
____________________

ODI Summit

This video was taken at the ODI Summit, where over 700 people from around the world joined the Open Data Institute (ODI) at the BFI to celebrate Generation Open. As part of the ODI Summit we heard from inspirational and diverse keynote speakers, including Sir Tim Berners-Lee, Martha Lane Fox, Sir Nigel Shadbolt and many more.
____________________

Find us online:

ODI videos: bit.ly/odi_vimeo
ODI photos: bit.ly/odi_flickr
ODI audio: bit.ly/odi_soundcloud
ODI slides: bit.ly/odi_scribd
ODI tweets: bit.ly/odi_tweet
ODI blog: theodi.org/blog
Our website: http://www.theodi.org",16/12/2015,Video
Open by default: for the future prosperity of our cities: Jen Hawes Hewitt - ODI Summit 2015,ODI Summit 2015,"ODI,ODI Summit 2015,Open Data Institute,Knowledge for everyone,Generation Open,Future,open by default,smart cities,civic engagement",https://www.youtube.com/watch?v=tFagQAU7Pms,"Whilst the cities of the 20th Century were centred on their ability to nurture the physical exchange of goods - the future prosperity of our cities, will be based on their ability to be successful information marketplaces. Data is the new commodity - driving new growth opportunities and offering solutions to complex urban challenges.

Jen Hawes Hewitt (Accenture) highlights case studies from cities such as Copenhagen, Doha and San Francisco and show how cities are evolving their approach to data.
____________________

Get involved

For more information on how you can learn more about open data and how it can benefit you, your business and the world, visit http://theodi.org.
____________________

ODI Summit

This video was taken at the ODI Summit, where over 700 people from around the world joined the Open Data Institute (ODI) at the BFI to celebrate Generation Open. As part of the ODI Summit we heard from inspirational and diverse keynote speakers, including Sir Tim Berners-Lee, Martha Lane Fox, Sir Nigel Shadbolt and many more.
____________________

Find us online:

ODI videos: bit.ly/odi_vimeo
ODI photos: bit.ly/odi_flickr
ODI audio: bit.ly/odi_soundcloud
ODI slides: bit.ly/odi_scribd
ODI tweets: bit.ly/odi_tweet
ODI blog: theodi.org/blog
Our website: http://www.theodi.org",16/12/2015,Video
Creating smarter cities through smarter citizens: Priya Prakash - ODI Summit 2015,ODI Summit 2015,"ODI,ODI Summit 2015,Open Data Institute,Knowledge for everyone,Generation Open,Smart Cities,Citizen engagement,citizens,civic technology,civic action,Priya Prakash,D4SC,Smart City,News (TV Genre)",https://www.youtube.com/watch?v=20adi-hJl_0,"Priya Prakesh (D4SC) discusses how citizens are active agents in co-creating better, more resilient, future-proofed smarter cities.

____________________

Get involved

For more information on how you can learn more about open data and how it can benefit you, your business and the world, visit http://theodi.org.
____________________

ODI Summit

This video was taken at the ODI Summit, where over 700 people from around the world joined the Open Data Institute (ODI) at the BFI to celebrate Generation Open. As part of the ODI Summit we heard from inspirational and diverse keynote speakers, including Sir Tim Berners-Lee, Martha Lane Fox, Sir Nigel Shadbolt and many more.
____________________

Find us online:

ODI videos: bit.ly/odi_vimeo
ODI photos: bit.ly/odi_flickr
ODI audio: bit.ly/odi_soundcloud
ODI slides: bit.ly/odi_scribd
ODI tweets: bit.ly/odi_tweet
ODI blog: theodi.org/blog
Our website: http://www.theodi.org",16/12/2015,Video
Scaling the internet of things with open data: Yodit Stanton - ODI Summit 2015,ODI Summit 2015,"ODI,ODI Summit 2015,Open Data Institute,Knowledge for everyone,Generation Open,Internet Of Things (Industry),The Internet (Media Genre),Yodit Stanton,Open Sensors,Smart Cities,Open Cities",https://www.youtube.com/watch?v=MP2HLCNPgJ0,"The internet of things has become a talked about thing in recent times. Yodit Stanton (Open Sensors) discusses how it can be scaled in the future by employing open data.
____________________

Get involved

For more information on how you can learn more about open data and how it can benefit you, your business and the world, visit http://theodi.org.
____________________

ODI Summit

This video was taken at the ODI Summit, where over 700 people from around the world joined the Open Data Institute (ODI) at the BFI to celebrate Generation Open. As part of the ODI Summit we heard from inspirational and diverse keynote speakers, including Sir Tim Berners-Lee, Martha Lane Fox, Sir Nigel Shadbolt and many more.
____________________

Find us online:

ODI videos: bit.ly/odi_vimeo
ODI photos: bit.ly/odi_flickr
ODI audio: bit.ly/odi_soundcloud
ODI slides: bit.ly/odi_scribd
ODI tweets: bit.ly/odi_tweet
ODI blog: theodi.org/blog
Our website: http://www.theodi.org",16/12/2015,Video
Making every human gene accessible and linkable: Andra Waagmeester - ODI Summit 2015,ODI Summit 2015,"ODI,ODI Summit 2015,Open Data Institute,Knowledge for everyone,Generation Open,Human (Quotation Subject),gene,linked data,Andra Waagmeester",https://www.youtube.com/watch?v=DUET6isFLHg,"Andra Waagmeester (Micelio) argues for the need to make every human gene accessible and linkable, pointing at the benefits that this could bring us as a species.
____________________

Get involved

For more information on how you can learn more about open data and how it can benefit you, your business and the world, visit http://theodi.org.
____________________

ODI Summit

This video was taken at the ODI Summit, where over 700 people from around the world joined the Open Data Institute (ODI) at the BFI to celebrate Generation Open. As part of the ODI Summit we heard from inspirational and diverse keynote speakers, including Sir Tim Berners-Lee, Martha Lane Fox, Sir Nigel Shadbolt and many more.
____________________

Find us online:

ODI videos: bit.ly/odi_vimeo
ODI photos: bit.ly/odi_flickr
ODI audio: bit.ly/odi_soundcloud
ODI slides: bit.ly/odi_scribd
ODI tweets: bit.ly/odi_tweet
ODI blog: theodi.org/blog
Our website: http://www.theodi.org",16/12/2015,Video
Opening supply chain data on the blockchain: Jessi Baker - ODI Summit 2015,ODI Summit 2015,"ODI,ODI Summit 2015,Open Data Institute,Knowledge for everyone,Generation Open,blockchain,supply,provenance,jessi baker,Data (Website Category)",https://www.youtube.com/watch?v=lWP8Y6NQIrk,"Jessi Baker (Provenance) argues that blockchain technology could be key in the opening up of supply chain data.
____________________

Get involved

For more information on how you can learn more about open data and how it can benefit you, your business and the world, visit http://theodi.org.
____________________

ODI Summit

This video was taken at the ODI Summit, where over 700 people from around the world joined the Open Data Institute (ODI) at the BFI to celebrate Generation Open. As part of the ODI Summit we heard from inspirational and diverse keynote speakers, including Sir Tim Berners-Lee, Martha Lane Fox, Sir Nigel Shadbolt and many more.
____________________

Find us online:

ODI videos: bit.ly/odi_vimeo
ODI photos: bit.ly/odi_flickr
ODI audio: bit.ly/odi_soundcloud
ODI slides: bit.ly/odi_scribd
ODI tweets: bit.ly/odi_tweet
ODI blog: theodi.org/blog
Our website: http://www.theodi.org",16/12/2015,Video
